hebrew_word,lemma,transliteration,english_translation,parsing_abbreviation,strongs_number,book,chapter,ordinal
שְׁמוֹת֙,H8034,šə·mō·wṯ,[are] the names,N‑mpc,H8034,Exodus,1,1
בְּנֵ֣י,H1121,bə·nê,of the sons,N‑mpc,H1121,Exodus,1,2
יִשְׂרָאֵ֔ל,H3478,"yiś·rā·’êl,",of Israel,N‑proper‑ms,H3478,Exodus,1,3
הַבָּאִ֖ים,H935,hab·bā·’îm,who came,Art | V‑Qal‑Prtcpl‑mp,H935,Exodus,1,4
מִצְרָ֑יְמָה,H4714,miṣ·rā·yə·māh;,to Egypt,N‑proper‑fs | 3fs,H4714,Exodus,1,5
אֵ֣ת,H854,’êṯ,with,Prep,H854,Exodus,1,6
יַעֲקֹ֔ב,H3290,"ya·‘ă·qōḇ,",Jacob,N‑proper‑ms,H3290,Exodus,1,7
אִ֥ישׁ,H376,’îš,each man,N‑ms,H376,Exodus,1,8
וּבֵית֖וֹ,H1004,ū·ḇê·ṯōw,and his household,Conj‑w | N‑msc | 3ms,H1004,Exodus,1,9
שִׁמְע֔וֹן,H8095,"šim·‘ō·wn,",Simeon,N‑proper‑ms,H8095,Exodus,1,11
לֵוִ֖י,H3878,lê·wî,Levi,N‑proper‑ms,H3878,Exodus,1,12
וִיהוּדָֽה׃,H3063,wî·hū·ḏāh.,and Judah,Conj‑w | N‑proper‑ms,H3063,Exodus,1,13
זְבוּלֻ֖ן,H2074,zə·ḇū·lun,Zebulun,N‑proper‑ms,H2074,Exodus,1,14
וּבְנְיָמִֽן׃‪‬,H1144,ū·ḇə·nə·yā·min,and Benjamin,Conj‑w | N‑proper‑ms,H1144,Exodus,1,15
וְנַפְתָּלִ֖י,H5321,wə·nap̄·tā·lî,and Naphtali,Conj‑w | N‑proper‑ms,H5321,Exodus,1,16
גָּ֥ד,H1410,gāḏ,Gad,N‑proper‑ms,H1410,Exodus,1,17
וְאָשֵֽׁר׃,H836,wə·’ā·šêr.,and Asher,Conj‑w | N‑proper‑ms,H836,Exodus,1,18
כָּל־,H3605,kāl-,all,N‑msc,H3605,Exodus,1,19
נֶ֛פֶשׁ,H5315,ne·p̄eš,the souls,N‑fsc,H5315,Exodus,1,20
יֹצְאֵ֥י,H3318,yō·ṣə·’ê,who were,V‑Qal‑Prtcpl‑mpc,H3318,Exodus,1,21
יֶֽרֶךְ־,H3409,ye·reḵ-,descendants,N‑fsc,H3409,Exodus,1,22
שִׁבְעִ֣ים,H7657,šiḇ·‘îm,seventy,Number‑cp,H7657,Exodus,1,24
וְיוֹסֵ֖ף,H3130,wə·yō·w·sêp̄,for Joseph,Conj‑w | N‑proper‑ms,H3130,Exodus,1,26
הָיָ֥ה,H1961,hā·yāh,was,V‑Qal‑Perf‑3ms,H1961,Exodus,1,27
אֶחָ֔יו,H251,"’e·ḥāw,",his brothers,N‑mpc | 3ms,H251,Exodus,1,31
הַדּ֥וֹר,H1755,had·dō·wr,generation,Art | N‑ms,H1755,Exodus,1,33
הַהֽוּא׃,H1931,ha·hū.,that,Art | Pro‑3ms,H1931,Exodus,1,34
פָּר֧וּ,H6509,pā·rū,were fruitful,V‑Qal‑Perf‑3cp,H6509,Exodus,1,36
וַֽיִּשְׁרְצ֛וּ,H8317,way·yiš·rə·ṣū,and increased abundantly,Conj‑w | V‑Qal‑ConsecImperf‑3mp,H8317,Exodus,1,37
וַיִּרְבּ֥וּ,H7235,way·yir·bū,and multiplied,Conj‑w | V‑Qal‑ConsecImperf‑3mp,H7235,Exodus,1,38
וַיַּֽעַצְמ֖וּ,H6105,way·ya·‘aṣ·mū,and grew,Conj‑w | V‑Qal‑ConsecImperf‑3mp,H6105,Exodus,1,39
בִּמְאֹ֣ד,H3966,bim·’ōḏ,exceedingly,Prep‑b | Adv,H3966,Exodus,1,40
וַתִּמָּלֵ֥א,H4390,wat·tim·mā·lê,and was filled,Conj‑w | V‑Nifal‑ConsecImperf‑3fs,H4390,Exodus,1,42
הָאָ֖רֶץ,H776,hā·’ā·reṣ,the land,Art | N‑fs,H776,Exodus,1,43
מֶֽלֶךְ־,H4428,me·leḵ-,a king,N‑ms,H4428,Exodus,1,45
חָדָ֖שׁ,H2319,ḥā·ḏāš,new,Adj‑ms,H2319,Exodus,1,46
עַל־,H5921,‘al-,over,Prep,H5921,Exodus,1,47
אֲשֶׁ֥ר,H834,’ă·šer,who,Pro‑r,H834,Exodus,1,49
לֹֽא־,H3808,lō-,not,Adv‑NegPrt,H3808,Exodus,1,50
יָדַ֖ע,H3045,yā·ḏa‘,did know,V‑Qal‑Perf‑3ms,H3045,Exodus,1,51
אֶת־,H853,’eṯ-,-,DirObjM,H853,Exodus,1,52
אֶל־,H413,’el-,to,Prep,H413,Exodus,1,54
עַמּ֑וֹ,H5971,‘am·mōw;,his people,N‑msc | 3ms,H5971,Exodus,1,55
הִנֵּ֗ה,H2009,"hin·nêh,",Look,Interjection,H2009,Exodus,1,56
רַ֥ב,H7227,raḇ,[are] more,Adj‑ms,H7227,Exodus,1,60
וְעָצ֖וּם,H6099,wə·‘ā·ṣūm,and mightier,Conj‑w | Adj‑ms,H6099,Exodus,1,61
מִמֶּֽנּוּ׃,H4480,mim·men·nū.,than we,Prep | 1cp,H4480,Exodus,1,62
נִֽתְחַכְּמָ֖ה,H2449,niṯ·ḥak·kə·māh,let us deal shrewdly,V‑Hitpael‑Imperf.Cohort‑1cp,H2449,Exodus,1,63
פֶּן־,H6435,pen-,lest,Conj,H6435,Exodus,1,64
כִּֽי־,H3588,kî-,when,Conj,H3588,Exodus,1,67
תִקְרֶ֤אנָה,H7122,ṯiq·re·nāh,there falls out,V‑Qal‑Imperf‑3fp,H7122,Exodus,1,68
מִלְחָמָה֙,H4421,mil·ḥā·māh,war,N‑fs,H4421,Exodus,1,69
וְנוֹסַ֤ף,H3254,wə·nō·w·sap̄,that may join,Conj‑w | V‑Nifal‑ConjPerf‑3ms,H3254,Exodus,1,70
גַּם־,H1571,gam-,also,Conj,H1571,Exodus,1,71
שֹׂ֣נְאֵ֔ינוּ,H8130,"śō·nə·’ê·nū,",our enemies,V‑Qal‑Prtcpl‑mpc | 1cp,H8130,Exodus,1,74
וְנִלְחַם־,H3898,wə·nil·ḥam-,and fight,Conj‑w | V‑Nifal‑ConjPerf‑3ms,H3898,Exodus,1,75
וְעָלָ֥ה,H5927,wə·‘ā·lāh,and [so] go up,Conj‑w | V‑Qal‑ConjPerf‑3ms,H5927,Exodus,1,76
שָׂרֵ֣י,H8269,śā·rê,-,N‑mpc,H8269,Exodus,1,80
מִסִּ֔ים,H4522,"mis·sîm,",taskmasters,N‑mp,H4522,Exodus,1,81
לְמַ֥עַן,H4616,lə·ma·‘an,to,Conj,H4616,Exodus,1,82
עַנֹּת֖וֹ,H6031,‘an·nō·ṯōw,afflict them,V‑Piel‑Inf | 3ms,H6031,Exodus,1,83
בְּסִבְלֹתָ֑ם,H5450,bə·siḇ·lō·ṯām;,with their burdens,Prep‑b | N‑fpc | 3mp,H5450,Exodus,1,84
וַיִּ֜בֶן,H1129,way·yi·ḇen,And they built,Conj‑w | V‑Qal‑ConsecImperf‑3ms,H1129,Exodus,1,85
עָרֵ֤י,H5892,‘ā·rê,cities,N‑fpc,H5892,Exodus,1,86
מִסְכְּנוֹת֙,H4543,mis·kə·nō·wṯ,supply,N‑fp,H4543,Exodus,1,87
לְפַרְעֹ֔ה,H6547,"lə·p̄ar·‘ōh,",for Pharaoh,Prep‑l | N‑proper‑ms,H6547,Exodus,1,88
פִּתֹ֖ם,H6619,pi·ṯōm,Pithom,N‑proper‑fs,H6619,Exodus,1,90
רַעַמְסֵֽס׃,H7486,ra·‘am·sês.,Raamses,N‑proper‑fs,H7486,Exodus,1,92
כֵּ֥ן,H3651,kên,the more,Adv,H3651,Exodus,1,95
יִפְרֹ֑ץ,H6555,yip̄·rōṣ;,grew,V‑Qal‑Imperf‑3ms,H6555,Exodus,1,98
וַיָּקֻ֕צוּ,H6973,way·yā·qu·ṣū,And they were in dread,Conj‑w | V‑Qal‑ConsecImperf‑3mp,H6973,Exodus,1,99
מִפְּנֵ֖י,H6440,mip·pə·nê,of,Prep‑m | N‑cpc,H6440,Exodus,1,100
מִצְרַ֛יִם,H4713,miṣ·ra·yim,Egypt,N‑proper‑fs,H4713,Exodus,1,103
בְּפָֽרֶךְ׃,H6531,bə·p̄ā·reḵ.,with rigor,Prep‑b | N‑ms,H6531,Exodus,1,107
חַיֵּיהֶ֜ם,H2416,ḥay·yê·hem,their lives,N‑mpc | 3mp,H2416,Exodus,1,109
בַּעֲבֹדָ֣ה,H5656,ba·‘ă·ḇō·ḏāh,with bondage,Prep‑b | N‑fs,H5656,Exodus,1,110
קָשָׁ֗ה,H7186,"qā·šāh,",hard,Adj‑fs,H7186,Exodus,1,111
בְּחֹ֙מֶר֙,H2563,bə·ḥō·mer,in mortar,Prep‑b | N‑ms,H2563,Exodus,1,112
וּבִלְבֵנִ֔ים,H3843,"ū·ḇil·ḇê·nîm,",and in brick,"Conj‑w, Prep‑b | N‑fp",H3843,Exodus,1,113
בַּשָּׂדֶ֑ה,H7704,baś·śā·ḏeh;,in the field,"Prep‑b, Art | N‑ms",H7704,Exodus,1,116
עָבְד֥וּ,H5647,‘ā·ḇə·ḏū,they made serve,V‑Qal‑Perf‑3cp,H5647,Exodus,1,121
לַֽמְיַלְּדֹ֖ת,H3205,lam·yal·lə·ḏōṯ,to the midwives,"Prep‑l, Art | V‑Piel‑Prtcpl‑fp",H3205,Exodus,1,125
הָֽעִבְרִיֹּ֑ת,H5680,hā·‘iḇ·rî·yōṯ;,Hebrewesses,Art | N‑proper‑fp,H5680,Exodus,1,126
הָֽאַחַת֙,H259,hā·’a·ḥaṯ,of one,Art | Number‑fs,H259,Exodus,1,129
שִׁפְרָ֔ה,H8236,"šip̄·rāh,",[was] Shiphrah,N‑proper‑fs,H8236,Exodus,1,130
הַשֵּׁנִ֖ית,H8145,haš·šê·nîṯ,of the second,Art | Number‑ofs,H8145,Exodus,1,132
פּוּעָֽה׃,H6326,pū·‘āh.,Puah,N‑proper‑fs,H6326,Exodus,1,133
וּרְאִיתֶ֖ן,H7200,ū·rə·’î·ṯen,and see [them],Conj‑w | V‑Qal‑ConjPerf‑2fp,H7200,Exodus,1,137
הָאָבְנָ֑יִם,H70,hā·’ā·ḇə·nā·yim;,the birthstools,Art | N‑md,H70,Exodus,1,139
אִם־,H518,’im-,if,Conj,H518,Exodus,1,140
וַהֲמִתֶּ֣ן,H4191,wa·hă·mit·ten,then you shall kill,Conj‑w | V‑Hifil‑ConjPerf‑2fp,H4191,Exodus,1,143
בַּ֥ת,H1323,baṯ,[is] a daughter,N‑fs,H1323,Exodus,1,146
וָחָֽיָה׃,H2425,wā·ḥā·yāh.,then she shall live,Conj‑w | V‑Qal‑ConjPerf‑3fs,H2425,Exodus,1,148
הָ֣אֱלֹהִ֔ים,H430,"hā·’ĕ·lō·hîm,",God,Art | N‑mp,H430,Exodus,1,151
עָשׂ֔וּ,H6213,"‘ā·śū,",did do,V‑Qal‑Perf‑3cp,H6213,Exodus,1,153
דִּבֶּ֥ר,H1696,dib·ber,commanded,V‑Piel‑Perf‑3ms,H1696,Exodus,1,155
וַתְּחַיֶּ֖יןָ,H2421,wat·tə·ḥay·ye·nā,but saved alive,Conj‑w | V‑Piel‑ConsecImperf‑3fp,H2421,Exodus,1,159
הַיְלָדִֽים׃,H3206,hay·lā·ḏîm.,the male children,Art | N‑mp,H3206,Exodus,1,161
וַיֹּ֣אמֶר,H559,way·yō·mer,and said,Conj‑w | V‑Qal‑ConsecImperf‑3ms,H559,Exodus,1,165
מַדּ֥וּעַ,H4069,mad·dū·a‘,why,Interrog,H4069,Exodus,1,166
הַדָּבָ֣ר,H1697,had·dā·ḇār,thing,Art | N‑ms,H1697,Exodus,1,168
הַזֶּ֑ה,H2088,haz·zeh;,this,Art | Pro‑ms,H2088,Exodus,1,169
כַנָּשִׁ֛ים,H802,ḵan·nā·šîm,[are] like the women,"Prep‑k, Art | N‑fp",H802,Exodus,1,178
חָי֣וֹת,H2422,ḥā·yō·wṯ,[are] lively,Adj‑fp,H2422,Exodus,1,182
הֵ֔נָּה,H2007,"hên·nāh,",they,Pro‑3fp,H2007,Exodus,1,183
בְּטֶ֨רֶם,H2962,bə·ṭe·rem,before,Prep‑b | Adv,H2962,Exodus,1,184
יָֽרְא֥וּ,H3372,yā·rə·’ū,feared,V‑Qal‑Perf‑3cp,H3372,Exodus,1,196
הַיִּלּ֗וֹד,H3209,"hay·yil·lō·wḏ,",who is born,Art | Adj‑ms,H3209,Exodus,1,208
הַיְאֹ֙רָה֙,H2975,hay·’ō·rāh,into the river,Art | N‑ms | 3fs,H2975,Exodus,1,209
תַּשְׁלִיכֻ֔הוּ,H7993,"taš·lî·ḵu·hū,",you shall cast,V‑Hifil‑Imperf‑2mp | 3ms,H7993,Exodus,1,210
וַיִּקַּ֖ח,H3947,way·yiq·qaḥ,and took [as wife],Conj‑w | V‑Qal‑ConsecImperf‑3ms,H3947,Exodus,2,217
ט֣וֹב,H2896,ṭō·wḇ,[was] beautiful,Adj‑ms,H2896,Exodus,2,227
וַֽתִּצְפְּנֵ֖הוּ,H6845,wat·tiṣ·pə·nê·hū,then she hid him,Conj‑w | V‑Qal‑ConsecImperf‑3fs | 3ms,H6845,Exodus,2,229
שְׁלֹשָׁ֥ה,H7969,šə·lō·šāh,three,Number‑ms,H7969,Exodus,2,230
יְרָחִֽים׃,H3391,yə·rā·ḥîm.,months,N‑mp,H3391,Exodus,2,231
יָכְלָ֣ה,H3201,yā·ḵə·lāh,she could,V‑Qal‑Perf‑3fs,H3201,Exodus,2,232
עוֹד֮,H5750,‘ō·wḏ,longer,Adv,H5750,Exodus,2,233
תֵּ֣בַת,H8392,tê·ḇaṯ,an ark,N‑fsc,H8392,Exodus,2,236
