hebrew_word,lemma,transliteration,english_translation,parsing_abbreviation,strongs_number,book,chapter,ordinal
יְהוָ֣ה ׀,H3068,Yah·weh,of Yahweh,N‑proper‑ms,H3068,Hosea,1,1
אֲשֶׁ֣ר,H834,’ă·šer,that,Pro‑r,H834,Hosea,1,2
הָיָ֗ה,H1961,"hā·yāh,",came,V‑Qal‑Perf‑3ms,H1961,Hosea,1,3
אֶל־,H413,’el-,to,Prep,H413,Hosea,1,4
הוֹשֵׁ֙עַ֙,H1954,hō·wō·šê·a‘,Hosea,N‑proper‑ms,H1954,Hosea,1,5
בֶּן־,H1121,ben-,son,N‑msc,H1121,Hosea,1,6
בְּאֵרִ֔י,H882,"bə·’ê·rî,",of Beeri,N‑proper‑ms,H882,Hosea,1,7
בִּימֵ֨י,H3117,bî·mê,in the days,Prep‑b | N‑mpc,H3117,Hosea,1,8
עֻזִּיָּ֥ה,H5818,‘uz·zî·yāh,of Uzziah,N‑proper‑ms,H5818,Hosea,1,9
יוֹתָ֛ם,H3147,yō·w·ṯām,Jotham,N‑proper‑ms,H3147,Hosea,1,10
אָחָ֥ז,H271,’ā·ḥāz,Ahaz,N‑proper‑ms,H271,Hosea,1,11
יְחִזְקִיָּ֖ה,H2396,yə·ḥiz·qî·yāh,[and] Hezekiah,N‑proper‑ms,H2396,Hosea,1,12
מַלְכֵ֣י,H4428,mal·ḵê,kings,N‑mpc,H4428,Hosea,1,13
יְהוּדָ֑ה,H3063,yə·hū·ḏāh;,of Judah,N‑proper‑ms,H3063,Hosea,1,14
יָרָבְעָ֥ם,H3379,yā·rā·ḇə·‘ām,of Jeroboam,N‑proper‑ms,H3379,Hosea,1,16
יוֹאָ֖שׁ,H3101,yō·w·’āš,of Joash,N‑proper‑ms,H3101,Hosea,1,18
יִשְׂרָאֵֽל׃,H3478,yiś·rā·’êl.,of Israel,N‑proper‑ms,H3478,Hosea,1,20
דִּבֶּר־,H1696,dib·ber-,to speak,V‑Piel‑Perf‑3ms,H1696,Hosea,1,21
וַיֹּ֨אמֶר,H559,way·yō·mer,And said,Conj‑w | V‑Qal‑ConsecImperf‑3ms,H559,Hosea,1,24
לֵ֣ךְ,H1980,lêḵ,go,V‑Qal‑Imp‑ms,H1980,Hosea,1,28
קַח־,H3947,qaḥ-,take,V‑Qal‑Imp‑ms,H3947,Hosea,1,29
אֵ֤שֶׁת,H802,’ê·šeṯ,a wife,N‑fsc,H802,Hosea,1,30
זְנוּנִים֙,H2183,zə·nū·nîm,of harlotry,N‑mp,H2183,Hosea,1,31
וְיַלְדֵ֣י,H3206,wə·yal·ḏê,and children,Conj‑w | N‑mpc,H3206,Hosea,1,32
כִּֽי־,H3588,kî-,for,Conj,H3588,Hosea,1,34
זָנֹ֤ה,H2181,zā·nōh,great,V‑Qal‑InfAbs,H2181,Hosea,1,35
הָאָ֔רֶץ,H776,"hā·’ā·reṣ,",the land,Art | N‑fs,H776,Hosea,1,37
מֵֽאַחֲרֵ֖י,H310,mê·’a·ḥă·rê,[By departing] from,Prep‑m,H310,Hosea,1,38
אֶת־,H853,’eṯ-,-,DirObjM,H853,Hosea,1,41
גֹּ֖מֶר,H1586,gō·mer,Gomer,N‑proper‑fs,H1586,Hosea,1,42
בַּת־,H1323,baṯ-,the daughter,N‑fsc,H1323,Hosea,1,43
דִּבְלָ֑יִם,H1691,diḇ·lā·yim;,of Diblaim,N‑proper‑ms,H1691,Hosea,1,44
וַתַּ֥הַר,H2029,wat·ta·har,and she conceived,Conj‑w | V‑Qal‑ConsecImperf‑3fs,H2029,Hosea,1,45
וַתֵּֽלֶד־,H3205,wat·tê·leḏ-,and bore,Conj‑w | V‑Qal‑ConsecImperf‑3fs,H3205,Hosea,1,46
קְרָ֥א,H7121,qə·rā,Call,V‑Qal‑Imp‑ms,H7121,Hosea,1,50
שְׁמ֖וֹ,H8034,šə·mōw,his name,N‑msc | 3ms,H8034,Hosea,1,51
יִזְרְעֶ֑אל,H3157,yiz·rə·‘el;,Jezreel,N‑proper‑ms,H3157,Hosea,1,52
ע֣וֹד,H5750,‘ō·wḏ,yet,Adv,H5750,Hosea,1,54
מְעַ֗ט,H4592,"mə·‘aṭ,",in a little [while],Adj‑ms,H4592,Hosea,1,55
וּפָ֨קַדְתִּ֜י,H6485,ū·p̄ā·qaḏ·tî,and I will avenge,Conj‑w | V‑Qal‑ConjPerf‑1cs,H6485,Hosea,1,56
דְּמֵ֤י,H1818,də·mê,the bloodshed,N‑mpc,H1818,Hosea,1,58
עַל־,H5921,‘al-,on,Prep,H5921,Hosea,1,60
בֵּ֣ית,H1004,bêṯ,the house,N‑msc,H1004,Hosea,1,61
יֵה֔וּא,H3058,"yê·hū,",of Jehu,N‑proper‑ms,H3058,Hosea,1,62
