Greek Word,english_translation,parsing_abbreviation,strongs_number,chapter_ref,Row Ordinal
Παῦλος,Paul,N-NMS,G3972,Philippians 1,1
καὶ,and,Conj,G2532,Philippians 1,2
Τιμόθεος,Timothy,N-NMS,G5095,Philippians 1,3
δοῦλοι,servants,N-NMP,G1401,Philippians 1,4
Χριστοῦ,of Christ,N-GMS,G5547,Philippians 1,5
Ἰησοῦ,Jesus,N-GMS,G2424,Philippians 1,6
Πᾶσιν,To all,Adj-DMP,G3956,Philippians 1,7
τοῖς,the,Art-DMP,G3588,Philippians 1,8
ἁγίοις,saints,Adj-DMP,G40,Philippians 1,9
ἐν,in,Prep,G1722,Philippians 1,10
οὖσιν,being,V-PPA-DMP,G1510,Philippians 1,11
Φιλίπποις,Philippi,N-DMP,G5375,Philippians 1,12
σὺν,with,Prep,G4862,Philippians 1,13
ἐπισκόποις,the overseers,N-DMP,G1985,Philippians 1,14
διακόνοις,deacons,N-DMP,G1249,Philippians 1,15
Χάρις,Grace,N-NFS,G5485,Philippians 1,16
ὑμῖν,to you,PPro-D2P,G4771,Philippians 1,17
εἰρήνη,peace,N-NFS,G1515,Philippians 1,18
ἀπὸ,from,Prep,G575,Philippians 1,19
Θεοῦ,God,N-GMS,G2316,Philippians 1,20
Πατρὸς,Father,N-GMS,G3962,Philippians 1,21
ἡμῶν,of us,PPro-G1P,G1473,Philippians 1,22
Κυρίου,the Lord,N-GMS,G2962,Philippians 1,23
Εὐχαριστῶ,I thank,V-PIA-1S,G2168,Philippians 1,24
ἐπὶ,upon,Prep,G1909,Philippians 1,25
μνείᾳ,remembrance,N-DFS,G3417,Philippians 1,26
πάντοτε,always,Adv,G3842,Philippians 1,27
δεήσει,supplication,N-DFS,G1162,Philippians 1,28
ὑπὲρ,for,Prep,G5228,Philippians 1,29
μετὰ,with,Prep,G3326,Philippians 1,30
χαρᾶς,joy,N-GFS,G5479,Philippians 1,31
ποιούμενος,making,V-PPM-NMS,G4160,Philippians 1,32
κοινωνίᾳ,partnership,N-DFS,G2842,Philippians 1,33
εἰς,in,Prep,G1519,Philippians 1,34
εὐαγγέλιον,gospel,N-ANS,G2098,Philippians 1,35
πρώτης,first,Adj-GFS,G4413,Philippians 1,36
ἡμέρας,day,N-GFS,G2250,Philippians 1,37
ἄχρι,until,Prep,G891,Philippians 1,38
νῦν,now,Adv,G3568,Philippians 1,39
πεποιθὼς,being persuaded of,V-RPA-NMS,G3982,Philippians 1,40
αὐτὸ,the very thing,PPro-AN3S,G846,Philippians 1,41
τοῦτο,this,DPro-ANS,G3778,Philippians 1,42
ὅτι,that,Conj,G3754,Philippians 1,43
ἐναρξάμενος,having begun,V-APM-NMS,G1728,Philippians 1,44
ἔργον,a work,N-ANS,G2041,Philippians 1,45
ἀγαθὸν,good,Adj-ANS,G18,Philippians 1,46
ἐπιτελέσει,will complete it,V-FIA-3S,G2005,Philippians 1,47
Καθώς,Accordingly,Adv,G2531,Philippians 1,48
δίκαιον,right,Adj-NNS,G1342,Philippians 1,49
φρονεῖν,to feel,V-PNA,G5426,Philippians 1,50
διὰ,since,Prep,G1223,Philippians 1,51
ἔχειν,have,V-PNA,G2192,Philippians 1,52
καρδίᾳ,heart,N-DFS,G2588,Philippians 1,53
τε,both,Conj,G5037,Philippians 1,54
δεσμοῖς,chains,N-DMP,G1199,Philippians 1,55
ἀπολογίᾳ,defense,N-DFS,G627,Philippians 1,56
βεβαιώσει,confirmation,N-DFS,G951,Philippians 1,57
συνκοινωνούς,fellow partakers,N-AMP,G4791,Philippians 1,58
μάρτυς,Witness,N-NMS,G3144,Philippians 1,59
γάρ,for,Conj,G1063,Philippians 1,60
ὡς,how,Adv,G5613,Philippians 1,61
ἐπιποθῶ,I long after,V-PIA-1S,G1971,Philippians 1,62
σπλάγχνοις,the affection,N-DNP,G4698,Philippians 1,63
προσεύχομαι,I pray,V-PIM/P-1S,G4336,Philippians 1,64
ἵνα,that,Conj,G2443,Philippians 1,65
ἀγάπη,love,N-NFS,G26,Philippians 1,66
ἔτι,yet,Adv,G2089,Philippians 1,67
μᾶλλον,more,Adv,G3123,Philippians 1,68
περισσεύῃ,may abound,V-PSA-3S,G4052,Philippians 1,69
ἐπιγνώσει,knowledge,N-DFS,G1922,Philippians 1,70
αἰσθήσει,discernment,N-DFS,G144,Philippians 1,71
δοκιμάζειν,to approve,V-PNA,G1381,Philippians 1,72
διαφέροντα,being excellent,V-PPA-ANP,G1308,Philippians 1,73
εἰλικρινεῖς,pure,Adj-NMP,G1506,Philippians 1,74
ἀπρόσκοποι,blameless,Adj-NMP,G677,Philippians 1,75
πεπληρωμένοι,being filled,V-RPM/P-NMP,G4137,Philippians 1,76
καρπὸν,with the fruit,N-AMS,G2590,Philippians 1,77
δικαιοσύνης,of righteousness,N-GFS,G1343,Philippians 1,78
δόξαν,the glory,N-AFS,G1391,Philippians 1,79
ἔπαινον,praise,N-AMS,G1868,Philippians 1,80
Γινώσκειν,To know,V-PNA,G1097,Philippians 1,81
δὲ,now,Conj,G1161,Philippians 1,82
βούλομαι,I want,V-PIM/P-1S,G1014,Philippians 1,83
ἀδελφοί,brothers,N-VMP,G80,Philippians 1,84
κατ,concerning,Prep,G2596,Philippians 1,85
προκοπὴν,the advancement,N-AFS,G4297,Philippians 1,86
ἐλήλυθεν,have turned out,V-RIA-3S,G2064,Philippians 1,87
ὥστε,so as for,Conj,G5620,Philippians 1,88
φανεροὺς,clearly known,Adj-AMP,G5318,Philippians 1,89
γενέσθαι,to have become,V-ANM,G1096,Philippians 1,90
ὅλῳ,all,Adj-DNS,G3650,Philippians 1,91
πραιτωρίῳ,palace guard,N-DNS,G4232,Philippians 1,92
λοιποῖς,rest,Adj-DMP,G3062,Philippians 1,93
πλείονας,most,Adj-AMP-C,G4119,Philippians 1,94
περισσοτέρως,more abundantly,Adv,G4057,Philippians 1,95
